f2,f1,lon,cal,e_f2
0.258111304993857,0.28911884570931,0.268824810971412,0.294563312198253,0.285406453647071
0.25509237480153,0.294019949553732,0.269900749870729,0.286941254494345,0.286220475868134
0.259464011093692,0.292534242756454,0.283960273848766,0.285986516905208,0.28875381906672
0.255940726109909,0.293636701541013,0.277688696072638,0.29433623544391,0.289824583649643
0.257711819398713,0.287009971218157,0.278608960372255,0.283045962553168,0.283918716340434
0.258854339806571,0.290374944725553,0.280165915677606,0.291844345983576,0.288190037778072
0.259344979845219,0.282733329008955,0.279003339334789,0.296213693808427,0.285170922790281
0.262902343517546,0.28938133103751,0.272888627620496,0.289938079899293,0.285397342398702
0.258765260041335,0.291998409280741,0.286134039606607,0.292155238105278,0.290571524068342
0.258206119579255,0.282685258164187,0.280739299859586,0.289476610914247,0.283896606775552
0.256615483797386,0.28124994141147,0.287238552751469,0.298179576698377,0.286979503068196
0.254036465827747,0.290088142206382,0.288865510527612,0.295657004414267,0.291174699838661
0.255821917213882,0.289196016438361,0.277836320720195,0.291134875511516,0.286840807277108
0.258372124504648,0.287077269456464,0.278157233016754,0.288127841150596,0.285109903270069
0.260216482777694,0.295718344790239,0.279865919854678,0.290824446448199,0.290531763970839
0.260112260452799,0.286630628279799,0.278990803085342,0.294569696411308,0.286705439014062
0.260389297352029,0.285248949432391,0.284768931809457,0.286249556091098,0.285379096691334
0.261292805396389,0.288083290266305,0.270581751180036,0.291572971054781,0.284580325691857
0.257715628380888,0.287465732968353,0.28283486317835,0.293152273483014,0.287729650649517
0.256595753962507,0.291254137909845,0.289987949900128,0.294060421501878,0.291639161805424
0.257763618879872,0.28015083623278,0.279143904369797,0.290451895066186,0.282474367975385
0.263802672921772,0.287414096135522,0.276933411086653,0.293519794706213,0.286320349515978
0.26139350735267,0.281677769553006,0.274042225897117,0.287034175016546,0.281107985004919
0.256958441999842,0.289626498166498,0.285930061018508,0.286324237018625,0.287876823592532
0.26306482231656,0.289945290884195,0.273978708502244,0.292830066452582,0.286674839180804
0.256874294968509,0.294295632157671,0.274320739122099,0.288037355527569,0.287737339741252
0.255970067306433,0.292819334459998,0.271571674989353,0.285799220930445,0.285752391209948
0.25779168060208,0.295874942382101,0.28431952098745,0.284995543606786,0.290266237339609
0.256341844102705,0.288622978761924,0.27945975296876,0.285784996859313,0.28562267683798
0.257483358297783,0.28267651369579,0.289043413665174,0.296404474392254,0.287700228862252
0.257305228494013,0.288975727813286,0.280636131280232,0.293575903543955,0.28804087261269
0.259378951111728,0.290726591382041,0.27751156456576,0.289810768604999,0.28719387898371
0.255660800032396,0.293018677232497,0.283338056269142,0.290414069720734,0.289947370113718
0.258522157565098,0.29405039766791,0.276317986113406,0.289137465713371,0.288389061790649
0.256768391104545,0.284582564402553,0.282131751576772,0.288532148799997,0.284957257295469
