f2,f1,lon,cal,e_f2
0.910396251677918,0.78371324950276,0.899610286819375,0.952797551512025,0.85495858433423
0.924332391812282,0.927340382726376,0.796775725778794,0.668549636559723,0.830001531947817
0.893526335982501,0.941559933024417,0.9491836104062,0.777065591638965,0.9023422670235
0.895097759152663,0.964900092900683,0.89572395162199,0.797670180313741,0.905798579434275
0.884830718598835,0.900777576341739,0.959678556316322,0.840501831703894,0.900433885175923
0.891085668864912,0.963490072174175,0.913921865610523,0.87623388138535,0.929283972836056
0.884480101036044,0.854138794586494,0.884964509896186,0.815782499466367,0.852256149633885
0.911364513390066,0.91869295620841,0.919828835782272,0.657075284101997,0.853572508075272
0.87045539398255,0.858503728478703,0.900835300089144,0.817594769791124,0.858859381709419
0.886973507942315,0.980093425373654,0.840510729048382,0.92515701946703,0.93146364981568
0.866476115150235,0.949935729770625,0.865087531057432,0.843916386719379,0.902218844329515
0.930398274741785,0.962438383357633,0.827950924393228,0.876384029368486,0.907302930119245
0.872861054538617,0.915053314893189,0.898586052225739,0.876776976476964,0.90136741462227
0.910125898890265,0.813499898278181,0.834933644080748,0.921447549345254,0.845845247495591
0.877466790085477,0.959334510568025,0.916869140418281,0.968065419511964,0.950900895266574
0.903022499617092,0.907206870582306,0.897009533119625,0.629872233083616,0.835323876841963
0.870200131586907,0.967730838878437,0.88235791576444,0.873443210075013,0.922815700899082
0.909739599171307,0.903714926792034,0.842888686146777,0.927840785063463,0.894539831198577
0.900193097497194,0.951165327385559,0.847762733164377,0.936698189295011,0.921697894307627
0.877132694499878,0.955768058153421,0.917611266634061,0.779845666594422,0.902248262383831
0.923046916389213,0.930168331819636,0.905260189268683,0.890859731629119,0.914114146134268
0.871448915413577,0.958809366543988,0.78721805278861,0.971083559431447,0.918980086327008
0.939082969546589,0.871387402665011,0.847924488613287,0.835479765204554,0.856544764786966
0.899098975010282,0.96792667781687,0.801862090288848,0.864839498341358,0.900638736065986
0.864906441293677,0.92769598380558,0.861240472965462,0.884822700401698,0.90036378524458
0.935100963077649,0.947876133275421,0.918011046464142,0.968600017333003,0.945590832586997
0.884268701136364,0.852654124565065,0.891119065512842,0.90857834691319,0.87625141538904
0.886602182703211,0.939765351778793,0.720481384115496,0.744016585439341,0.836007168278106
0.88466382701817,0.972828083403033,0.922284422908147,0.901516741787935,0.942364332875537
0.903518920636625,0.854438952007641,0.868202068483243,0.874244702723585,0.862831168805528
0.885170504053457,0.934135130461559,0.970349069196356,0.929464591769549,0.942020980472256
0.910144790920667,0.899574703553535,0.908106387422145,0.969328821658933,0.919146154047037
0.902836204309465,0.955539134791145,0.731388758159384,0.857266481980857,0.874933377430633
0.873359359471809,0.930107930863775,0.893801989453246,0.752731061225013,0.876687228101452
0.929014677877626,0.969095354460782,0.877759350400816,0.979770864213624,0.948930230884001
0.910329665515549,0.727123152315756,0.82425181651357,0.925130571419309,0.800907173141098
0.873986180770755,0.925091015707467,0.750508526814074,0.846318060922579,0.861752154787897
0.856734668560989,0.959832408467385,0.921385796235108,0.911480077231289,0.938132672600292
0.908077370445496,0.950877374050641,0.8733577837266,0.581465894192235,0.839144606505029
0.910324222198881,0.945166973669752,0.91486902255537,0.861019400708797,0.916555592650918
0.888301574984897,0.9091276345912,0.748124077812096,0.876230091675282,0.860652359667444
0.894228459298394,0.849236258570732,0.857740445174038,0.921686419378456,0.86947484542349
0.906199238582862,0.870588795390719,0.910538768746585,0.627805251904967,0.819880402858247
0.860020963487145,0.926581505766689,0.974950731699534,0.664192852945269,0.873076649044545
