f2,f1,lon,cal,e_f2
12.8675171842269,12.9868808121709,12.2970192037536,13.6809140061843,12.9879237085699
12.7584303622483,13.3369810127607,11.8522064005164,12.814591413568,12.8351899599014
13.2797688473907,12.5440715966332,12.6199665191514,12.633948517705,12.5855145575307
12.6519912879328,12.809157633711,13.0127399369735,12.2584135511746,12.7223671888925
12.9786486107269,12.1995312183516,12.245101674151,13.3163782535465,12.4901355911002
12.6960179256981,12.7544399524526,12.9787366034383,13.0775756872339,12.8912980488944
12.8679816796138,12.5362234559213,12.6131521938547,13.5014482124721,12.7967618295424
12.9207355213276,12.6688910641551,14.1325267612715,13.0412605104071,13.1278923499972
12.5508816965365,12.8773181699228,13.3681326627812,12.7918545584509,12.9786558902694
12.6045119967638,12.9225474727878,14.5652826380086,13.7032591069985,13.5284091726457
12.9370062949088,12.8097100410597,12.9598658229089,13.3700796091946,12.9873413785557
12.5883351546313,13.16763846959,13.3168031022603,11.9480205883818,12.9000251574555
13.4958226808281,13.0981443780474,11.9944289982137,13.4345044088099,12.9063055407796
13.1325153916095,12.8347029142647,12.1724751367037,13.8459531013249,12.9219585166395
12.9259501625689,12.9238688821499,12.2417478839792,14.3198641931073,13.1023374603466
12.6522046618572,13.1915728661163,12.1118414773166,12.7199591042863,12.8037365784589
12.6249880821245,13.4414862990158,11.7515742399868,13.0343920468769,12.9172347212238
12.4190388637653,12.5919146170088,13.6441202182879,11.9394612501096,12.6918526756038
13.160245187633,13.2389923782156,13.5461411309355,13.1951546434211,13.3048201326969
12.1874194165865,12.1482273261653,12.8022825911858,12.8656071563775,12.4910860999735
12.7976378645441,12.958018767918,13.9483086340508,13.1970307283426,13.2653442245573
12.9065275132416,13.1210035631605,13.6964519060584,13.6889039507707,13.4068407457875
12.8668306949066,12.6917238837042,12.714708560446,13.4582579249045,12.8891035631897
12.629575777337,12.3713127891406,11.8758718328057,13.3079418377862,12.4816098122183
12.5976122712863,12.6819486924637,11.5606731306051,13.5469039491899,12.6178686161806
12.5449060656668,13.5349756996368,13.8421825451687,14.2906707861355,13.8007011826444
12.6385993717205,13.7919886046797,12.1673724656812,13.2073430935323,13.2396731921433
12.689898401402,13.246020482358,12.5326696450542,13.5469715380932,13.1429205369659
13.2079440049663,12.896878479796,12.4040231995988,13.5015543019716,12.9248336152906
13.0649087783138,12.2879516417978,12.6966941265128,13.8569158043597,12.782378303617
13.0602334258043,12.9917716659373,12.4958277016333,13.9775091009204,13.1142200336071
13.3422800785229,12.8992213649599,11.680184207676,12.8369268705271,12.5788884520307
12.4241890461434,12.8485952087104,13.0576741551042,13.5372321425574,13.0730241787706
12.3506684370522,13.2426434802484,12.5305656698242,12.7557749415577,12.9429068929697
12.8091367808446,12.4107185410601,13.3379609662123,12.5293913412066,12.6721973473847
13.4954045103369,13.2117276370363,12.0683452470961,13.0852670470896,12.8942668920646
12.4807006524466,12.1089272769186,12.3409623554525,12.828612217971,12.3468572818152
13.1218720804251,12.7549641065675,13.2147569021427,13.5081606191283,13.0582114336015
12.5536289852229,13.0006298459142,12.8949155767001,13.2353174443083,13.0328731782092
12.443789235268,12.5462210209443,12.0558429506583,12.9575448504926,12.5264574607599
12.7865428081176,11.9596827728691,13.4933570474797,13.9077754934866,12.8301245216761
12.6403130883449,12.6212084207896,12.8321345156358,13.1799016885669,12.8136132614455
12.4707458928385,12.7041541825893,12.3461638881307,13.7351583274641,12.8724076451934
12.9128200015228,13.2401727242229,15.2862808660355,12.9870203747689,13.6884116723125
12.5274112605076,12.2798096255626,14.3135279746207,13.1925797204818,13.0164317365569
12.9375127161128,12.9750439801933,12.6040458391158,13.5889817811497,13.0357788951631
12.7345994677102,12.673320633259,13.0838314604426,13.0128716343238,12.8608360903211
12.4308546976343,12.8040352214145,13.6261238364829,13.9235061995202,13.289425119708
12.8042518246003,12.3421306803351,12.6363074898603,13.6792061237617,12.749943743573
13.2062354996983,13.0157120663416,13.9140570487156,12.5980498472206,13.1358827571549
12.9930774244932,13.1580050883013,13.1121765456841,13.6589114149691,13.271774534314
12.7716643049951,12.6376499691378,13.9340353406108,14.194320759534,13.3509140096051
12.6828524187863,12.9224878994275,14.526384909634,13.8860187785924,13.5643448717703
12.3321240715441,12.3578035764562,12.7505612535412,13.3276799524168,12.6984620897176
12.8870592218963,13.0812982991632,14.9249681093658,13.4746596517883,13.6405560898701
13.1448103089319,12.66234038956,14.1119132945465,12.2104356295101,12.9117574257941
12.5775740722375,12.5156608552921,12.6405886966281,12.9622016744877,12.658528020425
12.5710953579767,13.256861269149,13.424596857641,13.0322447644871,13.2426410401065
12.6709722928338,13.1219787786201,12.0787122019476,12.9559361875444,12.819651486683
13.0894811450234,12.883261464156,12.731771003606,13.3286336137265,12.9567318864111
12.7730359875927,12.9604360083871,13.5124128384854,14.2605869180581,13.4234679433294
12.5521144093661,13.2898759944208,14.7988416115673,12.7098002199205,13.5220984550823
12.7902689106051,12.5910843766173,13.0719450995008,13.4363053561525,12.922604802222
12.4868381654569,13.1368452597294,12.4254712139326,12.8769128875224,12.8940186552285
12.8390994103926,13.3305835421673,12.3057298072457,12.8279886896877,12.948721395317
12.8207607870281,12.8614884925063,13.6707416303237,12.8811967312531,13.0687288366474
12.3953330000761,12.4224717903817,11.495463231551,12.8637702144026,12.3010442566793
13.5483973613985,12.4174262333063,13.3736249480913,12.5447895668447,12.6883167453871
12.9750910310128,13.057244421529,12.2670026502382,13.984133387072,13.091406220092
12.7720002255188,13.0844017992101,14.1902505036175,12.9614412194056,13.3301238303608
12.9037677052089,12.4598160572372,12.6282993027643,12.0060265741615,12.38848949785
13.4268975940034,12.3573079501952,14.2657842405927,13.9210360025966,13.2253590358949
12.6245860850735,12.9459161374987,12.5099496421187,13.9154782211792,13.0793150345738
12.6999274237017,12.5961607008829,12.2639662826019,12.9496857276017,12.6014933529923
12.6126457599696,12.7097455933836,14.0191012534434,13.1663964668548,13.1512472267664
13.2464178927111,12.8332317855172,14.2794670666863,13.5546003616974,13.3751327498545
13.2320941764712,12.5372769244957,12.4340068338772,12.1448044036085,12.4133412716193
12.6997084322791,12.5291054363454,14.0924536161398,12.7728197453383,12.9808710585422
12.8615877492404,12.3070279480206,11.9378960589299,12.6831373173494,12.3087723180801
12.7616503952342,13.3169280453864,13.7372100335369,12.4922893508209,13.2158388687826
13.0950194195114,12.9708342581455,12.1275813410627,13.1854030186975,12.8136632190128
12.4712789528595,12.1229723367651,13.5624506407498,13.2466339168335,12.7637573077783
12.5273504350462,13.134811051604,11.9272748092025,13.2419812614728,12.8597195434708
12.8977797988038,12.7055813580686,12.9869024809745,13.4761275820984,12.9685481948025
12.6839735501847,12.9236090705326,12.2156690421061,13.5222987634071,12.8962964866446
12.746650639374,13.1705947270364,13.1620712096011,12.9572898147473,13.1151376196053
12.9435720926777,13.1017999410905,13.8351007685459,13.5895931043174,13.4070734387611
12.5705680912191,12.5557694935679,12.7307581582433,12.6368541453149,12.6197878226735
12.6977699598073,11.8237809229063,13.2069323089593,13.8543570277342,12.6772127956265
13.2685722872321,13.0674282234837,13.1287879325489,13.4462521418676,13.177474130346
12.6066568604212,13.3861147105851,12.8130925255179,13.6210645482388,13.3015966237317
12.8567967321204,11.3560473699354,12.4957274386236,13.9998001803359,12.3019055897076
13.1442179218315,12.3828332127923,11.8844795031042,13.5073812564538,12.5393817962857
13.0992274440357,13.192037166786,12.739333929041,13.0086755483939,13.0330209527517
12.5827174225292,12.3758915613038,12.5982473615947,13.3848855908562,12.6837290187647
12.9314560254969,12.5417411739983,12.7078167826121,12.7176822190615,12.6272453374175
13.0076257812946,12.5197911967041,11.776149971766,13.4728757552088,12.5721520300958
12.4667041731906,12.4232514538204,12.6377397540039,14.0236307714392,12.876968358271
12.6531118483435,12.8248519114813,13.0838801103839,12.4826531071048,12.8040592601128
13.7696190118715,13.1471684916926,12.4101205844118,12.8927511986088,12.8993021916015
12.9370892971793,13.0860907515498,12.9604885869192,14.1428717985852,13.318885472151
12.7675143544092,12.6031343731423,13.5081180055807,12.9977996633829,12.928046603812
12.6254921802754,12.7350222652371,13.0234567201896,13.3601741022269,12.9634188382227
12.8498309170111,12.8196276135596,12.7509745906923,12.5168465349865,12.7267690881995
12.9993214188543,13.1494479166609,12.9090084655184,13.4473631704093,13.1638168673124
12.4855423402248,12.9216932854832,11.7619342295854,12.857217506757,12.6156345768272
13.1298999193232,12.7519327834685,12.7358669862675,12.8221339549575,12.7654666270405
12.9124909654232,12.8105481420358,13.663074341911,13.2301842618436,13.1285887219565
13.0018331744659,13.0820818713803,12.8022638751704,13.6990339916504,13.1663654023953
12.7382483031431,12.304430110168,12.9059934050553,13.3845905763756,12.7248610504417
12.4863739014629,13.3055294325095,13.0186790171848,13.2189838293899,13.2121804278984
12.6635725223826,12.9964429697837,13.6624057561428,12.8922417467914,13.1368833606254
12.5155179387192,13.0332405982883,13.3642090640741,12.5953692063034,13.0065148667386
12.5663074055347,13.4775493343779,13.2346532560907,12.9753193265012,13.2912678128369
