f2,f1,lon,cal,e_f2
34.8566361407267,44.3000477477664,43.2251334607301,44.6855585343814,44.1276968726611
35.6540767907236,44.4472909284819,40.0335234909979,46.4472857533092,43.8438477753177
33.7731025543525,50.8850654304982,38.8014957187293,45.2342246155272,46.4514627988132
34.8984497311202,46.7012164634558,41.8211019960185,44.895573711485,45.0297771586038
32.897877133179,50.4150877056578,40.1230117689052,43.1289707044608,46.0205394711704
33.9927936351367,50.9650479559774,38.5778428807892,52.4937177378193,48.2504141326408
33.0923487905573,45.1911175202207,34.7043680393604,51.1922803903422,44.069720867536
34.4307142772085,50.263445063228,44.360557217415,45.2613785940696,47.5372064844851
35.7648403331333,50.9565318599935,40.1586557865377,48.7157185536161,47.6968595150352
33.255750323267,51.8681338782588,32.5853792654076,55.1043961140769,47.8565107840005
32.9840087485887,51.075113639131,44.7841538752579,41.767569195596,47.175487587279
33.1867259896861,46.7139636663168,47.5322442813919,41.6952036433048,45.6638438143326
33.7198754500381,48.4702079483659,35.0000931293992,43.1736769265964,43.7785464881818
34.1435908723279,50.0643180711648,33.6997725511947,44.7953712137134,44.6559449768094
35.2170430644152,46.4409025090976,37.688149850499,49.7038149745875,45.0684424608204
33.3519888982042,48.061799508624,41.9261937653506,46.9312136807405,46.2452516158348
34.5740928093679,48.6609772715042,41.88751485548,46.0878164988832,46.3243214743429
34.9401498788207,45.8558445855319,44.6672064243561,46.1089555273916,45.6219627807029
32.5788958170589,45.2664913046892,38.4111233429533,44.4008092713532,43.3362288059212
33.5782323415734,48.5622462077153,38.2680318850154,41.6023193717727,44.2487109180547
33.290378703127,41.6874515633695,40.6042471974037,48.4639808377015,43.1107827904611
34.5328898877725,46.4643662937829,38.928261929398,48.4028242663062,45.0649546958175
32.1219951213927,52.8650922365665,41.8785748846424,46.7298355658391,48.5846487309036
31.5961245305739,55.1140798534522,36.8920945130811,42.0630396704969,47.2958234726206
33.8093295496705,45.7085192234232,40.5435036006828,45.2674107753308,44.306988205715
34.8215454977896,45.5361467064655,39.3580905020847,49.8176074476064,45.0619978406555
33.6995421147889,44.243176488931,37.8133332365901,43.5170779044344,42.4541910297216
31.4479774632391,43.0288531933533,42.0128320478356,46.9935538551745,43.7660230724292
34.3818253178088,49.2156388313442,41.0386277680684,43.6324442391711,45.775587417482
33.9501322740737,47.3472382017291,37.8182091275623,48.7481060093202,45.3151978850852
33.3988191684193,50.2828586030326,34.3710963659719,42.545198319026,44.3705029727658
33.0117340285694,49.7147908710266,45.311352349456,48.4548637867751,48.2989494695711
34.5747364212855,46.28690109226,38.5380573507233,46.598523607333,44.4275957856441
33.0488996190271,51.4518911189932,41.0073273790286,46.3077961826956,47.5547264499276
34.045142701103,48.713820456747,36.5335724810556,51.7689301321511,46.4325358816752
33.7658153717261,43.7293318580283,40.5171803468307,51.5093422268608,44.871296572437
33.6309012111513,48.1313140602293,40.7784309669642,49.9579995250648,46.7497646531219
32.8514812524438,48.132295460826,38.496543526701,47.6206753548315,45.5954524507961
